City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
312,Coahuayana,MX,18.73,-103.68,86.0,62,40,7.07,scattered clouds,0.0,0
313,Umm Bab,QA,25.21,50.81,89.01,48,1,12.75,clear sky,0.0,0
314,Waingapu,ID,-9.66,120.26,75.11,85,35,10.09,scattered clouds,0.0,0
315,San Cristobal,VE,7.77,-72.22,86.0,62,75,17.22,moderate rain,7.4,0
316,Arlit,NE,18.74,7.39,96.12,9,61,4.56,broken clouds,0.0,0
317,Rafai,CF,4.95,23.92,69.94,88,0,2.86,clear sky,0.0,0
318,Westport,US,41.14,-73.36,87.01,58,1,8.05,clear sky,0.0,0
319,Karratha,AU,-20.74,116.85,64.69,38,0,11.59,clear sky,0.0,0
320,Pedro Juan Caballero,PY,-22.55,-55.73,77.0,57,0,2.24,clear sky,0.0,0
321,Puerto Del Rosario,ES,28.5,-13.86,73.4,69,0,16.11,clear sky,0.0,0
322,Ilulissat,GL,69.22,-51.1,48.2,49,78,5.82,broken clouds,0.0,0
323,Iwanai,JP,42.97,140.51,58.78,73,84,6.73,broken clouds,0.0,0
324,Pangoa,PE,-12.12,-73.0,79.75,64,28,3.51,scattered clouds,0.0,0
325,Fort-Shevchenko,KZ,44.51,50.26,82.15,42,100,12.08,overcast clouds,0.0,0
326,Taybad,IR,34.74,60.78,86.29,12,2,10.58,clear sky,0.0,0
327,Baker City,US,44.77,-117.83,75.2,38,1,5.7,clear sky,0.0,0
328,Yulara,AU,-25.24,130.99,35.6,69,0,8.05,clear sky,0.0,0
329,Anamur,TR,36.08,32.84,66.2,82,20,3.36,few clouds,0.0,0
330,Morehead,US,37.27,-87.18,78.8,100,90,3.36,overcast clouds,0.0,0
331,Bria,CF,6.54,21.99,67.96,96,100,2.8,overcast clouds,0.0,0
332,Paragominas,BR,-2.97,-47.48,78.93,75,48,4.5,scattered clouds,0.0,0
333,Salto,UY,-31.38,-57.97,64.4,77,20,9.17,few clouds,0.0,0
334,Jiancheng,CN,30.39,104.55,75.99,100,75,4.47,light intensity shower rain,3.4,0
335,Nara,JP,34.69,135.8,73.4,69,75,6.93,broken clouds,0.0,0
336,Bud,US,39.45,-86.18,68.0,100,90,5.21,overcast clouds,0.0,0
337,Sakakah,SA,29.97,40.21,82.4,21,0,3.36,clear sky,0.0,0
338,Makakilo City,US,21.35,-158.09,84.2,58,75,10.29,broken clouds,0.0,0
339,Anchorage,US,61.22,-149.9,64.4,39,40,6.93,scattered clouds,0.0,0
340,Zatyshshya,UA,47.33,29.87,66.76,85,71,4.45,moderate rain,2.07,0
341,Mantua,IT,45.17,10.78,73.4,49,0,5.82,clear sky,0.0,0
342,Asau,RO,46.43,26.4,60.01,95,58,4.0,light rain,2.67,0
343,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,82.0,63,100,3.78,overcast clouds,0.0,0
344,Ancud,CL,-41.87,-73.82,48.0,100,90,14.99,overcast clouds,0.0,0
345,Qarchi Gak,AF,37.04,66.79,86.0,26,0,9.17,clear sky,0.0,0
346,Airai,TL,-8.93,125.41,55.44,100,75,3.56,broken clouds,0.0,0
347,Fukue,JP,32.69,128.84,72.52,84,0,7.99,clear sky,0.0,0
348,Channel-Port Aux Basques,CA,47.57,-59.14,49.28,86,87,15.52,overcast clouds,0.0,0
349,Lumut,MY,4.23,100.63,77.0,94,20,1.12,few clouds,0.0,0
350,Hauterive,FR,46.09,3.45,68.0,68,90,5.82,overcast clouds,0.0,0
351,Coolum Beach,AU,-26.53,153.1,59.0,82,37,3.0,scattered clouds,0.0,0
352,Nhulunbuy,AU,-12.23,136.77,76.12,75,0,13.29,clear sky,0.0,0
353,Soyo,AO,-6.13,12.37,73.33,85,0,6.33,clear sky,0.0,0
354,Bratsk,RU,56.13,101.61,57.2,82,0,4.47,clear sky,0.0,0
355,Khandyga,RU,62.67,135.6,59.99,65,37,0.94,scattered clouds,0.0,0
356,Henties Bay,NA,-22.12,14.28,60.01,79,14,8.19,few clouds,0.0,0
357,Shahr-E Kord,IR,32.33,50.86,51.8,32,0,4.7,clear sky,0.0,0
358,La Ronge,CA,55.1,-105.28,62.6,51,20,5.82,few clouds,0.0,0
359,Tjome,NO,59.11,10.39,62.01,87,95,7.16,overcast clouds,0.0,0
360,Yeppoon,AU,-23.13,150.73,57.2,93,90,1.12,overcast clouds,0.0,0
361,Bengkulu,ID,-3.8,102.27,76.37,88,97,4.61,light rain,6.26,0
362,Soligalich,RU,59.08,42.29,45.75,86,15,3.74,few clouds,0.0,0
363,Bakchar,RU,57.02,82.07,56.8,57,100,10.36,overcast clouds,0.0,0
364,Dogondoutchi,NE,13.64,4.03,99.14,21,51,9.73,broken clouds,0.0,0
365,Bathsheba,BB,13.22,-59.52,86.0,70,40,23.04,haze,0.0,0
366,Hofn,IS,64.25,-15.21,50.83,87,100,17.87,moderate rain,2.79,0
367,Juneau,US,58.3,-134.42,55.0,81,90,10.29,light rain,5.53,0
368,Gandajika,CD,-6.75,23.95,71.28,35,0,4.32,clear sky,0.0,0
369,San Carlos De Bariloche,AR,-41.15,-71.31,41.0,65,40,20.8,scattered clouds,0.0,0
370,Otofuke,JP,42.99,143.2,51.22,90,82,2.04,broken clouds,0.0,0
371,Key West,US,24.56,-81.78,89.6,70,1,10.29,clear sky,0.0,0
372,Bar Harbor,US,44.39,-68.2,62.6,88,90,9.17,overcast clouds,0.0,0
373,Biak,ID,-0.91,122.88,76.6,81,81,9.04,broken clouds,0.0,0
374,Payo,ID,-3.75,103.64,72.82,93,98,1.34,overcast clouds,0.0,0
375,Kupang,ID,-10.17,123.58,76.42,79,36,13.4,scattered clouds,0.0,0
376,Launceston,AU,-41.45,147.17,46.99,100,90,2.71,overcast clouds,0.0,0
377,Sibolga,ID,1.74,98.78,76.14,83,99,3.51,overcast clouds,0.0,0
378,Cairns,AU,-16.92,145.77,64.0,93,25,2.24,scattered clouds,0.0,0
379,Melong,CM,5.12,9.96,67.77,95,99,0.92,light rain,8.11,0
380,Walvis Bay,NA,-22.96,14.51,60.8,67,50,2.24,scattered clouds,0.0,0
381,Xiongzhou,CN,25.12,114.3,77.02,86,100,3.22,overcast clouds,0.0,0
382,San Miguel,SV,13.48,-88.18,95.0,53,20,2.24,few clouds,0.0,0
383,Svirstroy,RU,60.8,33.72,48.4,75,0,4.43,clear sky,0.0,0
384,Lasa,IT,46.62,10.7,55.4,71,40,3.36,scattered clouds,0.0,0
385,Kukushtan,RU,57.65,56.5,48.2,76,90,6.71,overcast clouds,0.0,0
386,Kita,ML,13.03,-9.49,92.61,30,94,4.12,overcast clouds,0.0,0
387,Hami,CN,42.8,93.45,69.17,23,35,7.63,scattered clouds,0.0,0
388,Yakeshi,CN,49.28,120.73,51.64,82,84,4.36,broken clouds,0.0,0
389,Ixtapa,MX,20.7,-105.2,87.01,62,20,14.99,few clouds,0.0,0
390,Mandurah,AU,-32.55,115.7,64.0,35,21,3.0,few clouds,0.0,0
391,Saint-Francois,FR,46.42,3.91,68.0,64,90,2.24,overcast clouds,0.0,0
392,Sovetskiy,RU,61.36,63.58,43.72,92,91,7.65,overcast clouds,0.0,0
393,Sao Filipe,CV,14.9,-24.5,76.69,82,1,13.69,clear sky,0.0,0
394,Pucallpa,PE,-8.38,-74.55,89.6,59,40,5.82,scattered clouds,0.0,0
395,Shingu,JP,33.73,135.98,65.66,92,100,18.72,moderate rain,6.85,0
396,Mecca,SA,21.43,39.83,83.3,43,92,2.28,overcast clouds,0.0,0
397,Matagami,CA,49.75,-77.63,75.2,73,90,6.93,overcast clouds,0.0,0
398,Klaksvik,FO,62.23,-6.59,51.8,100,100,12.75,overcast clouds,0.0,0
399,Portland,US,45.52,-122.68,73.0,52,75,8.05,broken clouds,0.0,0
400,Comodoro Rivadavia,AR,-45.87,-67.5,53.6,46,75,20.8,broken clouds,0.0,0
401,Palana,RU,59.12,159.97,53.69,65,0,6.6,clear sky,0.0,0
402,Santa Branca,BR,-23.4,-45.88,82.4,30,32,4.7,scattered clouds,0.0,0
403,Prince Rupert,CA,54.32,-130.32,57.2,62,90,5.82,overcast clouds,0.0,0
404,Yerbogachen,RU,61.28,108.01,63.03,64,51,3.8,broken clouds,0.0,0
405,Margate,GB,51.38,1.39,63.0,76,32,1.99,scattered clouds,0.0,0
406,Abhar,IR,36.15,49.22,64.63,40,0,10.45,clear sky,0.0,0
407,Xichang,CN,27.9,102.26,71.06,75,100,2.17,overcast clouds,0.0,0
408,Komsomolskiy,UZ,40.43,71.72,73.4,35,5,2.24,clear sky,0.0,0
409,Humberto De Campos,BR,-2.6,-43.46,78.91,76,12,3.89,few clouds,0.0,0
410,Zgierz,PL,51.86,19.41,64.99,100,92,5.82,light rain,0.01,0
411,Tornio,FI,65.85,24.15,53.6,87,55,3.36,broken clouds,0.0,0
412,Topolobampo,MX,25.6,-109.05,99.0,26,5,10.29,clear sky,0.0,0
413,Anadyr,RU,64.75,177.48,71.6,40,38,2.24,scattered clouds,0.0,0
414,Guadalajara,MX,20.67,-103.33,91.0,42,40,5.82,scattered clouds,0.0,0
415,Gondar,ET,12.6,37.47,61.29,86,87,2.51,light rain,3.22,0
416,Meulaboh,ID,4.14,96.13,74.43,96,100,4.83,heavy intensity rain,3.88,0
417,Kayes,ML,14.0,-11.0,98.24,26,15,4.79,few clouds,0.0,0
418,Moa,CU,20.66,-74.94,84.29,81,16,10.25,moderate rain,9.82,0
419,Udachnyy,RU,66.42,112.4,66.2,48,20,6.71,few clouds,0.0,0
420,Satipo,PE,-11.25,-74.64,84.06,49,78,0.18,broken clouds,0.0,0
421,Nemuro,JP,43.32,145.57,50.65,88,82,8.55,broken clouds,0.0,0
422,Beba,CU,22.44,-79.73,89.6,62,75,11.41,broken clouds,0.0,0
423,Altamira,BR,-3.2,-52.21,80.47,72,87,2.35,overcast clouds,0.0,0
424,Chunskiy,RU,56.08,99.63,57.06,79,64,1.83,broken clouds,0.0,0
425,Manzanillo,CU,20.34,-77.12,91.02,55,51,1.01,broken clouds,0.0,0
426,Solnechnyy,RU,50.72,136.63,45.82,94,100,7.87,light rain,3.22,0
427,Balkanabat,TM,39.51,54.37,74.73,68,0,4.94,clear sky,0.0,0
428,Cumberland,US,35.05,-78.87,89.01,55,1,4.7,clear sky,0.0,0
429,Bogovarovo,RU,58.98,47.02,42.84,80,19,3.69,few clouds,0.0,0
430,Vammala,FI,61.33,22.9,61.0,59,0,3.36,clear sky,0.0,0
431,Pisco,PE,-13.7,-76.22,64.99,77,90,5.82,overcast clouds,0.0,0
432,Rawson,AR,-43.3,-65.1,51.75,46,59,7.85,broken clouds,0.0,0
433,Turka,UA,49.15,23.03,64.0,98,100,10.0,overcast clouds,0.0,0
434,Nelson Bay,AU,-32.72,152.15,48.2,81,40,5.82,scattered clouds,0.0,0
435,Arcata,US,40.87,-124.08,68.0,93,75,11.41,broken clouds,0.0,0
436,Lecce,IT,40.22,18.17,68.0,77,5,8.05,clear sky,0.0,0
437,Sabang,ID,5.89,95.32,78.8,88,100,19.98,moderate rain,10.01,0
438,Churapcha,RU,62.0,132.43,59.16,57,17,5.35,few clouds,0.0,0
439,Okato,NZ,-39.2,173.88,59.0,55,5,1.01,clear sky,0.0,0
440,Vao,NC,-22.67,167.48,69.33,60,29,8.43,scattered clouds,0.0,0
441,Ulaangom,MN,49.98,92.07,45.9,72,100,15.66,light rain,10.2,0
442,Pingdingshan,CN,33.74,113.3,74.32,77,100,4.03,overcast clouds,0.0,0
443,Jieshou,CN,33.26,115.36,71.24,89,100,7.4,overcast clouds,0.0,0
444,Kamenka,RU,51.32,42.77,64.99,86,50,8.01,light rain,0.87,0
445,Nantucket,US,41.28,-70.1,77.0,77,90,8.05,overcast clouds,0.0,0
446,Trifesti,RO,47.45,27.52,66.99,82,38,1.01,scattered clouds,0.0,0
447,Sinnamary,GF,5.38,-52.95,80.91,77,2,10.29,clear sky,0.0,0
448,Rio Grande,BR,-32.03,-52.1,77.0,73,75,3.36,broken clouds,0.0,0
449,Barpeta,IN,26.32,91.0,80.47,79,0,9.4,light rain,8.17,0
450,Tucano,BR,-10.96,-38.79,72.09,86,14,8.28,few clouds,0.0,0
451,Brae,GB,60.4,-1.35,55.4,93,66,10.29,broken clouds,0.0,0
452,Zhuhai,CN,22.28,113.57,86.0,89,40,11.41,scattered clouds,0.0,0
453,Tripoli,LY,32.88,13.19,73.71,58,0,8.12,clear sky,0.0,0
454,Tifton,US,31.45,-83.51,93.2,41,1,6.93,clear sky,0.0,0
455,Ustupo,PA,9.13,-77.93,84.65,72,100,4.36,light rain,6.64,0
456,Hailun,CN,47.45,126.93,54.18,89,2,5.7,clear sky,0.0,0
457,Muros,ES,42.78,-9.06,64.0,93,25,5.44,scattered clouds,0.0,0
458,Williams Lake,CA,52.14,-122.14,64.4,59,40,3.36,scattered clouds,0.0,0
459,Marawi,PH,8.0,124.29,75.0,92,6,5.01,clear sky,0.0,0
460,Buenos Aires,AR,-34.61,-58.38,64.4,52,18,5.82,few clouds,0.0,0
461,Ulladulla,AU,-35.35,150.47,48.0,81,38,10.29,scattered clouds,0.0,0
462,Olafsvik,IS,64.89,-23.71,55.0,72,17,23.0,few clouds,0.0,0
463,Krutikha,RU,53.96,81.21,53.33,54,89,9.24,overcast clouds,0.0,0
464,Coihaique,CL,-45.58,-72.07,46.4,70,75,3.36,broken clouds,0.0,0
465,Mogadishu,SO,2.04,45.34,79.3,80,99,21.07,overcast clouds,0.0,0
466,Lazaro Cardenas,MX,17.96,-102.2,89.55,54,71,10.65,broken clouds,0.0,0
467,Markova,UA,48.68,24.41,59.67,92,97,4.85,light rain,9.17,0
468,Diapaga,BF,12.07,1.79,88.02,38,13,2.71,few clouds,0.0,0
469,Puerto El Triunfo,SV,13.28,-88.55,95.0,53,20,2.24,few clouds,0.0,0
470,Santa Cruz,BO,-17.8,-63.17,82.4,83,40,13.87,scattered clouds,0.0,0
471,Uchiza,PE,-8.46,-76.46,84.49,51,3,2.62,clear sky,0.0,0
472,Colares,PT,38.8,-9.45,68.0,82,20,24.16,few clouds,0.0,0
473,Kendari,ID,-3.94,122.5,73.09,93,22,3.76,few clouds,0.0,0
474,Dwarka,IN,22.24,68.97,86.13,74,95,15.52,moderate rain,9.23,0
475,Half Moon Bay,US,37.46,-122.43,81.0,93,90,12.75,mist,0.0,0
476,Zhicheng,CN,30.3,111.5,69.01,98,99,3.06,moderate rain,3.09,0
477,Lianran,CN,24.92,102.48,66.0,93,40,11.18,scattered clouds,0.0,0
478,Ouadda,CF,8.08,22.4,68.59,93,100,3.04,overcast clouds,0.0,0
479,Ambon,ID,-3.7,128.18,80.01,14,24,11.48,light rain,2.05,0
480,Waitara,NZ,-38.92,174.25,59.0,80,0,11.01,clear sky,0.0,0
481,Turayf,SA,31.67,38.66,80.6,32,0,6.93,clear sky,0.0,0
482,Saldanha,ZA,-33.01,17.94,55.4,93,1,3.36,clear sky,0.0,0
483,Natal,BR,-5.79,-35.21,80.6,69,40,13.87,scattered clouds,0.0,0
484,Chornoliztsi,UA,48.83,24.9,66.99,89,66,5.01,light rain,2.53,0
485,Kafue,ZM,-15.77,28.18,60.8,59,0,3.36,clear sky,0.0,0
486,Biu,NG,10.61,12.19,70.86,86,100,7.99,light rain,1.49,0
487,Mikhaylovsk,RU,45.13,42.03,64.4,77,40,8.95,scattered clouds,0.0,0
488,Kamaishi,JP,39.27,141.88,64.22,84,100,1.72,overcast clouds,0.0,0
489,Vakhrushev,RU,48.98,142.97,46.45,87,100,7.02,overcast clouds,0.0,0
490,Irbit,RU,57.67,63.07,40.82,93,1,5.68,clear sky,0.0,0
491,Yaan,NG,7.38,8.57,74.12,95,100,7.45,light rain,8.01,0
492,Sharanga,RU,57.18,46.54,44.94,83,0,4.16,clear sky,0.0,0
493,Pasighat,IN,28.07,95.33,76.5,84,65,1.81,light rain,9.17,0
494,Nabinagar,BD,23.89,90.97,82.4,78,75,3.36,haze,0.0,0
495,Ormara,PK,25.21,64.64,84.65,82,46,11.12,scattered clouds,0.0,0
496,Baruun-Urt,MN,46.68,113.28,58.03,91,100,13.69,light rain,9.02,0
497,Naantali,FI,60.47,22.02,62.6,63,0,3.36,clear sky,0.0,0
498,Atasu,KZ,48.68,71.64,60.46,33,35,6.76,scattered clouds,0.0,0
499,Allende,MX,25.28,-100.02,93.2,52,40,8.05,scattered clouds,0.0,0
500,Almaznyy,RU,48.04,40.05,71.6,83,40,8.95,scattered clouds,0.0,0
501,Caravelas,BR,-17.71,-39.25,70.97,71,0,3.96,clear sky,0.0,0
502,Amalapuram,IN,16.58,82.02,79.61,85,100,3.18,overcast clouds,0.0,0
503,Morbegno,IT,46.14,9.57,73.0,69,0,7.74,clear sky,0.0,0
504,Gobabis,NA,-22.45,18.97,51.8,40,0,2.24,clear sky,0.0,0
505,Xuanhua,CN,40.61,115.04,74.37,53,100,6.29,overcast clouds,0.0,0
506,Abnub,EG,27.27,31.15,87.12,16,0,4.54,clear sky,0.0,0
507,Chinsali,ZM,-10.54,32.08,53.82,61,0,6.73,clear sky,0.0,0
508,Babanka,UA,48.71,30.45,66.58,89,98,6.15,light rain,6.87,0
509,Sampit,ID,-2.53,112.95,73.62,97,100,1.28,overcast clouds,0.0,0
510,Ilo,PE,-17.64,-71.34,63.95,72,15,5.53,few clouds,0.0,0
511,Adre,TD,13.47,22.2,81.28,37,0,3.6,clear sky,0.0,0
512,Antonina,BR,-25.43,-48.71,71.01,97,0,1.01,clear sky,0.0,0
513,Kloulklubed,PW,7.04,134.26,78.8,94,75,3.36,broken clouds,0.0,0
514,Verkhnyaya Inta,RU,65.98,60.31,38.68,81,38,7.47,scattered clouds,0.0,0
515,Callander,GB,56.24,-4.22,55.99,87,19,10.29,few clouds,0.0,0
516,Cap Malheureux,MU,-19.98,57.61,72.0,75,37,5.99,scattered clouds,0.0,0
517,Madina,GH,5.68,-0.16,77.0,94,20,8.05,few clouds,0.0,0
518,Broken Hill,AU,-31.95,141.43,48.2,81,75,14.99,broken clouds,0.0,0
519,Nakusp,CA,50.25,-117.8,73.0,45,26,3.0,scattered clouds,0.0,0
520,Illapel,CL,-31.63,-71.17,62.17,53,100,0.87,overcast clouds,0.0,0
521,Adrar,MR,20.5,-10.07,103.44,9,38,13.51,scattered clouds,0.0,0
522,Liwale,TZ,-9.77,37.93,63.39,62,2,3.87,clear sky,0.0,0
523,Nicoya,CR,10.15,-85.45,91.4,59,75,6.93,broken clouds,0.0,0
524,Turukhansk,RU,65.82,87.98,50.02,59,7,11.45,clear sky,0.0,0
525,Bowen,AU,-20.02,148.23,66.99,88,75,6.82,broken clouds,0.0,0
526,The Pas,CA,53.83,-101.25,59.0,77,90,8.05,light rain,8.98,0
527,Pangnirtung,CA,66.15,-65.71,46.4,70,75,16.11,broken clouds,0.0,0
528,Ilhabela,BR,-23.78,-45.36,75.43,69,2,4.88,clear sky,0.0,0
529,Sona,IT,45.44,10.83,73.4,49,0,5.82,clear sky,0.0,0
530,Sayyan,YE,15.17,44.32,68.11,45,49,1.86,scattered clouds,0.0,0
531,Kaoma,ZM,-14.78,24.8,52.74,54,0,6.08,clear sky,0.0,0
532,Rapid Valley,US,44.06,-103.15,77.0,38,40,23.04,light rain,4.34,0
533,Porto Belo,BR,-27.16,-48.55,78.01,83,0,5.82,clear sky,0.0,0
534,Havre,FR,49.58,0.33,59.0,82,0,12.75,clear sky,0.0,0
535,Cascais,PT,38.7,-9.42,68.0,82,20,24.16,few clouds,0.0,0
536,Likasi,CD,-10.98,26.73,53.92,53,0,3.44,clear sky,0.0,0
537,Zhigansk,RU,66.77,123.37,63.93,77,1,12.33,clear sky,0.0,0
538,Champerico,GT,14.3,-91.92,85.98,72,9,9.48,light rain,1.16,0
539,Constitucion,CL,-35.33,-72.42,53.53,77,57,3.96,broken clouds,0.0,0
540,Corn Island,NI,12.17,-83.04,80.89,83,100,14.83,moderate rain,6.22,0
541,Manati,PR,18.43,-66.49,88.0,79,40,17.22,haze,0.0,0
542,Ondangwa,NA,-17.92,15.95,57.2,47,0,3.36,clear sky,0.0,0
543,High Prairie,CA,55.43,-116.49,70.36,43,100,4.38,overcast clouds,0.0,0
544,Zacualtipan,MX,20.65,-98.6,70.36,82,94,6.53,light rain,9.81,0
545,Yarada,IN,17.65,83.27,82.4,83,75,5.82,mist,0.0,0
546,Sorland,NO,67.67,12.69,61.57,65,66,9.35,broken clouds,0.0,0
547,Namatanai,PG,-3.67,152.43,80.92,80,14,4.36,few clouds,0.0,0
548,Kalevala,RU,65.2,31.17,56.61,65,37,6.22,scattered clouds,0.0,0
549,Kaeo,NZ,-35.1,173.78,57.99,3,30,3.0,scattered clouds,0.0,0
550,Kaunas,LT,54.9,23.9,68.0,77,75,5.82,broken clouds,0.0,0
551,Wellington,NZ,-41.29,174.78,50.0,93,35,5.82,scattered clouds,0.0,0
